OBSID1,OBSID2,STUDYID,CRN_SUBCMP,DBDOI,DBVERNO,CNTRY,REGION_INT,BASIN,AHGFL1,REFDBID,OAID,AUTHOR,PUBYEAR,REFID,REFDOI,MATERIAL,SIZEMIN,SIZEMAX,PROJEPSGID,PROJECTION,AREA,ELEV_AVE,ELEV_STD,SLP_AVE,SLP_STD,SMP_DAY,SMP_MONTH,SMP_YEAR,SMP_COMMT,BE10NP,BE10NP_ERR,BE10EP,BE10EP_ERR,BESTND,BECORR,BEAMS,BE10NC,BE10NC_ERR,EBE_MMKYR,EBE_ERR,IGSNID,CENTR_LAT,ATM_PRESS,QTZ_PCNT,GLA_KM2,GLA_PCNT,BEPROD,BETOPO,SLP_deg,rock_major,rock_count,MAP,MAT,AI,NDVI_STS,weathering,weath_unc,cent_long,cent_lat,k_d,k_range_d,D_d,E_d,W_d,Denu,Denu_unc,k_i,k_range_i,D_i,E_i,W_i,k_c,k_range_c,D_c,E_c,W_c,k_0,k_range_0,D_0,E_0,W_0,k_0b,k_range_0b,D_0b,E_0b,W_0b
S141WTS002,Yan,S141,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),IND,Transhimalaya,Tsomoriri lake,NA,Munack:2016indus,OAID-000111,Munack,"2016",Quaternary_Sci_Rev_149,10.1016/j.quascirev.2016.07.030,Sa,"125","500","32643",WGS84_UTM_43N,270.300000000000011,5513.649999999999636,254.659999999999997,276.120000000000005,149.409999999999997,"-9999","8","2011",NA,2658000,69000,25.460000000000001,0.670000000000000,07KNSTD,1.000000000000000,ANSTO,2658000,69000,23.530000000000001,4.240000000000000,NA,33.061799999999998,512.690000000000055,1.000000000000000,25.960000000000001,9.619999999999999,24.410000000000000,0.991000000000000,15.43590000000,mt,51.00000000000,176.15500000000,-8.43993000000,1909.10000000000,0.09623240000,11.86650000000,3.55994000000,78.13083421160,33.07557464450,0.08657000000,Yes,19.71450000000,13.50690000000,6.20756000000,23.73290000000,1.13169000000,0.09637380000,Yes,20.69550000000,15.03660000000,5.65894000000,0.11560600000,Yes,20.41050000000,18.03720000000,2.37330000000,0.14603100000,Yes,22.78430000000,22.78430000000,0.00000000000,0.07578800000,Yes,23.69120000000,23.69120000000,0.00000000000
S075WTS009,WR5,S075,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),USA,Washington Cascades (WA),ND,NA,Moon:2011washington,OAID-000108,Moon,"2011",Nat_Geosci_4,10.1038/ngeo1159,Sa,"250","500","32610",WGS84_UTM_10N,238.039999999999992,1348.000000000000000,329.420000000000016,417.319999999999993,206.689999999999998,"-9999","-9999","-9999",NA,36300,1000,280.829999999999984,20.640000000000001,07KNSTD,1.000000000000000,LLNL-CAMS,36300,1000,244.150000000000006,47.619999999999997,NA,47.747000000000000,858.049999999999955,100.000000000000000,0.030000000000000,0.010000000000000,3.252000000000000,0.973000000000000,22.65180000000,mt,72.00000000000,1644.18000000000,3.92420000000,17418.50000000000,0.73784600000,123.24000000000,36.97200000000,-120.94991911900,47.75529215570,0.55552400000,Yes,213.72600000000,155.02000000000,58.70590000000,246.48000000000,11.57590000000,0.56211000000,Yes,221.39200000000,156.85800000000,64.53410000000,0.69542000000,Yes,218.70600000000,194.05800000000,24.64800000000,0.87035300000,Yes,242.87400000000,242.87400000000,0.00000000000,0.43729100000,Yes,245.26700000000,245.26700000000,0.00000000000
S304WTS005,DB05,S304,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ITA,W ITA Alps,Dora Baltea (trib.),NA,Serra:2022dora,OAID-001022,Serra,"2022",Earth_Surf_Dynamics_10,10.5194/esurf-10-493-2022,Sa,"250","400","32632",WGS84_UTM_32N,257.449999999999989,2457.289999999999964,564.549999999999955,545.389999999999986,255.449999999999989,"-9999","-9999","-9999",NA,20500,1000,850.000000000000000,60.000000000000000,S2007N,1.000000000000000,ETH-Zurich,20500,1000,903.409999999999968,170.069999999999993,NA,45.605499999999999,742.590000000000032,30.000000000000000,20.930000000000000,8.130000000000004,7.204000000000000,0.950000000000000,28.60760000000,mt,74.00000000000,1142.03000000000,0.11400600000,13731.30000000000,0.40721500000,449.16500000000,134.74900000000,7.34842462939,45.60020778990,1.45550000000,Yes,775.48400000000,576.41100000000,199.07300000000,898.33000000000,41.67890000000,1.42268000000,Yes,813.50300000000,563.41200000000,250.09200000000,1.81554000000,Yes,808.82700000000,718.99400000000,89.83300000000,2.25154000000,Yes,891.65700000000,891.65700000000,0.00000000000,1.12613000000,Yes,895.13700000000,895.13700000000,0.00000000000
S293WTS010,T10,S293,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,E Himalayan Syntaxis,Parlung tributary,NA,Zhang:2021paired,OAID-001017,Zhang,"2021",Earth_Surf_Proc_Land_46,10.1002/esp.5105,Sa,"250","500","32646",WGS84_UTM_46N,284.949999999999989,4791.189999999999600,411.790000000000020,489.290000000000020,278.839999999999975,"-9999","8","2016",NA,49700,2300,722.000000000000000,66.000000000000000,07KNSTD,1.000000000000000,Tianjin,49700,2300,818.549999999999955,149.969999999999999,NA,29.728500000000000,564.559999999999945,78.000000000000000,39.530000000000001,13.900000000000000,16.059000000000001,0.956000000000000,26.07200000000,pa,78.00000000000,668.11000000000,-2.45497000000,8520.12000000000,0.20153800000,418.10100000000,125.43000000000,96.39334416560,29.72878089370,1.45507000000,Yes,707.96800000000,511.32500000000,196.64300000000,836.20200000000,38.92400000000,1.49913000000,Yes,748.26400000000,526.80600000000,221.45800000000,1.86091000000,Yes,737.56000000000,653.94000000000,83.62020000000,2.37189000000,Yes,833.50300000000,833.50300000000,0.00000000000,1.18416000000,Yes,834.22500000000,834.22500000000,0.00000000000
S101WTS021,Nurla,S101,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),IND,Transhimalaya,Upper Indus,NA,Munack:2014outpaced,OAID-000111,Munack,"2014",Geol_Soc_Am_Bull_126,10.1130/B30979.1,Sa,"125","500","32644",WGS84_UTM_44N,208.889999999999986,4721.399999999999636,633.090000000000032,464.600000000000023,205.099999999999994,"-9999","8","2010",NA,1360197,43314,35.180000000000000,3.060000000000000,S2007,0.912400000000000,ETH-Zurich,1360197,43314,33.969999999999999,6.160000000000000,NA,34.412199999999999,564.039999999999964,100.000000000000000,16.320000000000000,7.830000000000000,18.317000000000000,0.967000000000000,24.91960000000,pa,85.00000000000,110.88700000000,-4.87072000000,1140.03000000000,0.10936500000,17.15340000000,5.14601000000,77.00539875820,34.40862140700,0.07094160000,Yes,30.00670000000,22.60880000000,7.39793000000,34.30670000000,1.62396000000,0.06684440000,Yes,31.05850000000,21.30300000000,9.75547000000,0.08617270000,Yes,30.89360000000,27.46290000000,3.43068000000,0.10516200000,Yes,33.51480000000,33.51480000000,0.00000000000,0.05347780000,Yes,34.19660000000,34.19660000000,0.00000000000
S088WTS004,Sav-S06,S088,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ITA,Central Eastern Italian Alps,Zielbach catchment,NA,Savi:2014zielbach,OAID-000146,Savi,"2014",Quat_Geochronol_19,10.1016/j.quageo.2013.01.006,Sa,"250","500","32632",WGS84_UTM_32N,22.649999999999999,2629.989999999999782,319.629999999999995,513.399999999999977,207.699999999999989,"-9999","-9999","-9999",NA,64100,2860,307.000000000000000,14.000000000000000,S2007,0.912400000000000,ETH-Zurich,64100,2860,317.629999999999995,59.270000000000003,NA,46.720599999999997,734.179999999999950,0.000000000000000,0.910000000000000,4.020000000000000,7.790000000000000,0.972000000000000,27.17600000000,mt,100.00000000000,859.35000000000,-1.99292000000,13534.90000000000,0.37624200000,162.76700000000,48.83010000000,11.01373558690,46.71847624590,0.59312900000,Yes,286.93300000000,218.46400000000,68.46880000000,325.53400000000,15.11410000000,0.55455200000,Yes,298.55300000000,204.25500000000,94.29820000000,0.72159800000,Yes,298.33600000000,265.78300000000,32.55340000000,0.87462400000,Yes,322.14600000000,322.14600000000,0.00000000000,0.43635200000,Yes,323.48600000000,323.48600000000,0.00000000000
S293WTS019,M7,S293,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,E Himalayan Syntaxis,Parlung mainstream,NA,Zhang:2021paired,OAID-001017,Zhang,"2021",Earth_Surf_Proc_Land_46,10.1002/esp.5105,Sa,"250","500","32646",WGS84_UTM_46N,574.789999999999964,4854.750000000000000,358.350000000000023,344.459999999999980,313.050000000000011,"-9999","9","2017",NA,62800,4600,634.000000000000000,68.000000000000000,07KNSTD,1.000000000000000,Tianjin,62800,4600,675.860000000000014,129.650000000000006,NA,29.562500000000000,558.500000000000000,67.000000000000000,156.590000000000003,27.300000000000001,16.620000000000001,0.968000000000000,19.00680000000,pa,49.00000000000,675.48100000000,-2.25742000000,8633.98000000000,0.18960600000,330.35100000000,99.10530000000,96.46588924970,29.53661431830,1.12329000000,Yes,552.50200000000,392.57500000000,159.92700000000,660.70200000000,30.75780000000,1.16973000000,Yes,579.22900000000,408.80500000000,170.42400000000,1.43494000000,Yes,567.56200000000,501.49200000000,66.07020000000,1.87761000000,Yes,656.19800000000,656.19800000000,0.00000000000,0.94056500000,Yes,659.06500000000,659.06500000000,0.00000000000
S037WTS013,Mag11-2,S037,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHE,Swiss Alps,Maggia,NA,Wittmann:2007switzerland,OAID-000178,Wittmann,"2007",J_Geophys_Res-Earth_112,10.1029/2006JF000729,Sa,"500","800","32632",WGS84_UTM_32N,450.110000000000014,1607.809999999999945,518.110000000000014,600.799999999999955,287.439999999999998,"-9999","-9999","-9999",NA,21000,3600,770.000000000000000,130.000000000000000,S555,0.912400000000000,ETH-Zurich,19160,3285,639.639999999999986,164.479999999999990,NA,46.372799999999998,804.559999999999945,92.000000000000000,10.570000000000000,2.350000000000000,4.703000000000000,0.940000000000000,30.99740000000,mt,82.00000000000,1309.59000000000,2.97739000000,15736.80000000000,0.62102700000,318.81500000000,95.64460000000,8.57308845889,46.37515266950,0.93184400000,Yes,551.06200000000,410.76200000000,140.30100000000,637.63100000000,29.66330000000,0.91264700000,Yes,580.81400000000,402.29900000000,178.51400000000,1.17030000000,Yes,579.63500000000,515.87200000000,63.76300000000,1.43388000000,Yes,632.06300000000,632.06300000000,0.00000000000,0.71799700000,Yes,635.31200000000,635.31200000000,0.00000000000
S070WTS006,07C46-(Q6),S070,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,Qilian Shan,ND,NA,Palumbo:2010tibet,OAID-000125,Palumbo,"2010",Terra_Nova_23,10.1111/j.1365-3121.2010.00982.x,Sa,"250","710","32647",WGS84_UTM_47N,567.169999999999959,3788.989999999999782,561.159999999999968,508.000000000000000,200.500000000000000,"-9999","-9999","-9999",NA,47600,3900,833.000000000000000,68.000000000000000,S2007,0.912400000000000,ETH-Zurich,43430,3558,778.190000000000055,152.659999999999997,NA,39.192000000000000,633.159999999999968,74.000000000000000,18.230000000000000,3.210000000000000,13.222000000000000,0.962000000000000,26.93060000000,ss,28.00000000000,337.63200000000,-3.82996000000,3410.98000000000,0.28472200000,389.75900000000,116.92800000000,98.75593578440,39.18069730190,1.44030000000,Yes,686.02400000000,527.59900000000,158.42500000000,779.51700000000,36.28540000000,1.31803000000,Yes,714.14300000000,482.80900000000,231.33400000000,1.73285000000,Yes,712.71500000000,634.76300000000,77.95180000000,2.12007000000,Yes,776.60400000000,776.60400000000,0.00000000000,1.06299000000,Yes,779.14400000000,779.14400000000,0.00000000000
S108WTS005,00-3b-xf,S108,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),BTN,Bhutanese Himalaya,Puna Tsang Chu,NA,Portenga:2015bhutanese,OAID-000130,Portenga,"2015",Geomorphology_233,10.1016/j.geomorph.2014.09.027,Sa,"250","850","32646",WGS84_UTM_46N,737.350000000000023,4428.159999999999854,585.269999999999982,529.750000000000000,227.710000000000008,"-9999","-9999","-9999",NA,52400,1700,666.000000000000000,57.000000000000000,07KNSTD,1.000000000000000,LLNL-CAMS,52400,1700,643.950000000000045,116.510000000000005,NA,27.915500000000002,589.149999999999977,100.000000000000000,25.699999999999999,3.490000000000000,13.167000000000000,0.965000000000000,27.91240000000,mt,62.00000000000,359.18400000000,0.17392100000,3384.74000000000,0.46467000000,331.01300000000,99.30400000000,89.52816317810,27.89397805760,1.20972000000,Yes,587.99300000000,452.33600000000,135.65700000000,662.02700000000,30.75750000000,1.11535000000,Yes,612.40500000000,417.04900000000,195.35600000000,1.45811000000,Yes,611.41700000000,545.21400000000,66.20260000000,1.76449000000,Yes,659.77400000000,659.77400000000,0.00000000000,0.88245300000,Yes,660.97900000000,660.97900000000,0.00000000000
S096WTS012,RD47,S096,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),FRA,Western Alps,Guil,NA,Glotzbach:2013glacially,OAID-000065,Glotzbach,"2013",J_Geophys_Res-Earth_118,10.1002/jgrf.20107,Sa,"250","500","32632",WGS84_UTM_32N,475.660000000000025,2216.250000000000000,382.290000000000020,457.899999999999977,192.000000000000000,"-9999","-9999","-9999",NA,26020,2520,580.000000000000000,130.000000000000000,07KNSTD,1.000000000000000,ASTER,26020,2520,594.110000000000014,123.659999999999997,NA,44.757300000000001,769.740000000000009,75.000000000000000,0.020000000000000,0.000000000000000,5.868000000000000,0.970000000000000,24.60300000000,mt,68.00000000000,1183.67000000000,2.28358000000,12680.50000000000,0.55777400000,299.15500000000,89.74650000000,6.86492632177,44.75224707290,1.27325000000,Yes,527.83100000000,394.65100000000,133.18000000000,598.31000000000,27.74420000000,1.24338000000,Yes,551.36600000000,385.39100000000,165.97500000000,1.58353000000,Yes,550.65500000000,490.82400000000,59.83100000000,1.91773000000,Yes,594.41200000000,594.41200000000,0.00000000000,0.95928000000,Yes,596.48900000000,596.48900000000,0.00000000000
S283WTS031,ZE3-2010,S283,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHE,Wallis,Matter,NA,Delunel:2020alps,OAID-000044,Delunel,"2020",Earth-Sci_Rev_211,10.1016/j.earscirev.2020.103407,Sa,"250","1000","32632",WGS84_UTM_32N,391.500000000000000,2833.260000000000218,603.399999999999977,468.550000000000011,261.490000000000009,"-9999","-9999","2010",NA,16388,3190,1468.200000000000045,397.399999999999977,S2007,0.912400000000000,ETH-Zurich,16388,3190,1468.329999999999927,397.439999999999998,NA,46.045900000000003,706.460000000000036,48.000000000000000,207.210000000000008,52.930000000000000,9.324000000000000,0.962000000000000,25.10540000000,mt,41.00000000000,619.63700000000,-3.12004000000,8674.09000000000,0.21255200000,743.28000000000,222.98400000000,7.76775264211,46.02860090000,2.33866000000,Yes,1230.77000000000,857.70800000000,373.06000000000,1486.56000000000,69.05870000000,2.55495000000,Yes,1307.25000000000,937.03300000000,370.22000000000,3.08071000000,Yes,1278.51000000000,1129.86000000000,148.65600000000,4.01856000000,Yes,1473.82000000000,1473.82000000000,0.00000000000,1.99860000000,Yes,1476.27000000000,1476.27000000000,0.00000000000
S207WTS013,Mun,S207,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHE,"Rhone basin, Central Alps",Mundbach,NA,Stutenbecker:2018rhone,OAID-000160,Stutenbecker,"2018",Sediment_Geol_375,10.1016/j.sedgeo.2017.12.013,Sa,"250","400","32632",WGS84_UTM_32N,23.930000000000000,2281.949999999999818,542.049999999999955,716.460000000000036,293.029999999999973,"-9999","-9999","-9999",NA,73180,8080,190.000000000000000,40.000000000000000,S2007,0.912400000000000,ETH-Zurich,73180,8080,253.250000000000000,54.119999999999997,NA,46.383400000000002,740.250000000000000,98.000000000000000,2.410000000000000,10.070000000000000,7.423000000000000,0.919000000000000,35.62010000000,mt,75.00000000000,960.24400000000,0.06910570000,12406.40000000000,0.41939400000,113.86800000000,34.16040000000,7.93108945712,46.36602304690,0.27650800000,Yes,204.81200000000,163.34200000000,41.46980000000,227.73600000000,10.59180000000,0.23418900000,Yes,210.74100000000,138.34300000000,72.39820000000,0.31799100000,Yes,210.62100000000,187.84700000000,22.77360000000,0.37860200000,Yes,223.65200000000,223.65200000000,0.00000000000,0.18756000000,Yes,224.66600000000,224.66600000000,0.00000000000
S304WTS013,DB13,S304,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ITA,W ITA Alps,Dora Baltea (trib.),NA,Serra:2022dora,OAID-001022,Serra,"2022",Earth_Surf_Dynamics_10,10.5194/esurf-10-493-2022,Sa,"250","400","32632",WGS84_UTM_32N,450.350000000000023,2247.260000000000218,621.570000000000050,538.529999999999973,245.740000000000009,"-9999","-9999","-9999",NA,27900,1200,560.000000000000000,40.000000000000000,S2007N,1.000000000000000,ETH-Zurich,27900,1200,583.830000000000041,109.799999999999997,NA,45.868499999999997,761.700000000000045,12.000000000000000,23.180000000000000,5.150000000000000,6.329000000000000,0.952000000000000,28.30380000000,mt,88.00000000000,1297.08000000000,1.14349000000,15584.30000000000,0.49250400000,293.90500000000,88.17160000000,7.34158133267,45.85714839480,1.02602000000,Yes,526.67200000000,396.84400000000,129.82800000000,587.81100000000,27.30020000000,0.97616900000,Yes,541.64100000000,377.56400000000,164.07700000000,1.24030000000,Yes,538.50700000000,479.72600000000,58.78100000000,1.50407000000,Yes,581.74500000000,581.74500000000,0.00000000000,0.75106700000,Yes,584.40400000000,584.40400000000,0.00000000000
S082WTS038,Boo-STR-8,S082,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ARG,Southern Central Andes,Iturbe,NA,Bookhagen:2012andes,OAID-000015,Bookhagen,"2012",Earth_Planet_Sc_Lett_327--328,10.1016/j.epsl.2012.02.005,Sa,"250","500","32719",WGS84_UTM_19S,786.379999999999995,3874.340000000000146,241.800000000000011,183.629999999999995,120.540000000000006,"-9999","-9999","-9999",NA,1628610,22710,16.000000000000000,0.200000000000000,07KNSTD,1.000000000000000,LLNL-CAMS,1628610,22710,13.640000000000001,2.520000000000000,NA,-22.820699999999999,637.190000000000055,100.000000000000000,0.050000000000000,0.010000000000000,8.599000000000000,0.996000000000000,10.40530000000,sm,47.00000000000,238.19300000000,8.85671000000,1295.80000000000,0.19501500000,7.01200000000,2.10360000000,-65.44912008150,-22.87718713710,0.08636000000,Yes,11.27920000000,7.35464000000,3.92456000000,14.02400000000,0.67559000000,0.10014000000,Yes,11.61560000000,8.52818000000,3.08744000000,0.11761300000,Yes,11.41860000000,10.01620000000,1.40240000000,0.15114000000,Yes,12.87140000000,12.87140000000,0.00000000000,0.08149260000,Yes,13.95210000000,13.95210000000,0.00000000000
S070WTS008,07C13-(Q8),S070,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,Qilian Shan,ND,NA,Palumbo:2010tibet,OAID-000125,Palumbo,"2010",Terra_Nova_23,10.1111/j.1365-3121.2010.00982.x,Sa,"250","710","32647",WGS84_UTM_47N,558.279999999999973,3767.039999999999964,516.409999999999968,510.600000000000023,186.500000000000000,"-9999","-9999","-9999",NA,92400,6100,422.000000000000000,28.000000000000000,S2007,0.912400000000000,ETH-Zurich,84306,5566,393.439999999999998,74.790000000000006,NA,39.074700000000000,635.600000000000023,72.000000000000000,14.890000000000001,2.670000000000000,12.977000000000000,0.962000000000000,27.04890000000,ss,51.00000000000,360.41600000000,-3.64270000000,3609.07000000000,0.32033200000,197.01300000000,59.10390000000,99.02453514640,39.07605510850,0.74708700000,Yes,351.57000000000,272.92800000000,78.64210000000,394.02600000000,18.34950000000,0.67396200000,Yes,364.58500000000,246.21400000000,118.37100000000,0.88966200000,Yes,364.41600000000,325.01400000000,39.40260000000,1.07292000000,Yes,391.96400000000,391.96400000000,0.00000000000,0.53828600000,Yes,393.66100000000,393.66100000000,0.00000000000
S025WTS041,BOL-37,S025,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),BOL,Bolivian Andes,ND,NA,Safran:2005bolivian,OAID-000144,Safran,"2005",Earth_Surf_Proc_Land_30,10.1002/esp.1259,Sa,"250","1000","32719",WGS84_UTM_19S,845.149999999999977,3268.690000000000055,1097.769999999999982,525.879999999999995,219.050000000000011,"-9999","-9999","-9999",NA,52400,2700,620.000000000000000,-9999.989999999999782,KNSTD,0.904200000000000,LLNL-CAMS,47380,2441,338.449999999999989,64.430000000000007,NA,-16.729500000000002,671.100000000000023,100.000000000000000,14.560000000000000,1.730000000000000,6.194000000000000,0.954000000000000,27.73900000000,sm,61.00000000000,884.54400000000,11.94970000000,6212.17000000000,0.56982600000,175.16000000000,52.54790000000,-67.35125065660,-16.73596127340,0.64567900000,Yes,308.93300000000,240.02100000000,68.91170000000,350.31900000000,16.31420000000,0.58404500000,Yes,323.35800000000,217.11000000000,106.24800000000,0.77354800000,Yes,322.58700000000,287.55500000000,35.03200000000,0.93576900000,Yes,347.85800000000,347.85800000000,0.00000000000,0.46915700000,Yes,349.56200000000,349.56200000000,0.00000000000
S025WTS030,BOL-32,S025,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),BOL,Bolivian Andes,ND,NA,Safran:2005bolivian,OAID-000144,Safran,"2005",Earth_Surf_Proc_Land_30,10.1002/esp.1259,Sa,"250","1000","32719",WGS84_UTM_19S,840.710000000000036,3992.599999999999909,517.220000000000027,340.279999999999973,197.090000000000003,"-9999","-9999","-9999",NA,134000,4300,210.000000000000000,-9999.989999999999782,KNSTD,0.904200000000000,LLNL-CAMS,121163,3888,175.930000000000007,32.340000000000003,NA,-17.109900000000000,627.840000000000032,100.000000000000000,10.720000000000001,1.280000000000000,8.118000000000000,0.980000000000000,18.79240000000,sm,89.00000000000,528.95700000000,8.25931000000,3657.87000000000,0.29544300000,91.59450000000,27.47830000000,-67.49797888620,-17.14800026870,0.49036500000,Yes,149.52400000000,103.23900000000,46.28430000000,183.18900000000,8.49685000000,0.54985300000,Yes,161.07400000000,115.76400000000,45.31020000000,0.66543400000,Yes,158.41700000000,140.09800000000,18.31890000000,0.85706700000,Yes,180.44300000000,180.44300000000,0.00000000000,0.43283000000,Yes,182.72100000000,182.72100000000,0.00000000000
S095WTS005,QS-JG-42,S095,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,Zoulang Nan Shan,ND,NA,Hetzel:2013tibetan,OAID-000076,Hetzel,"2013",Tectonophysics_582,10.1016/j.tecto.2012.10.027,Sa,"250","500","32647",WGS84_UTM_47N,545.559999999999945,3873.610000000000127,452.990000000000009,423.500000000000000,179.500000000000000,"-9999","-9999","-9999",NA,175200,8300,216.000000000000000,10.000000000000000,S2007,0.912400000000000,ETH-Zurich,175200,8300,199.319999999999993,36.740000000000002,NA,38.838099999999997,628.029999999999973,76.000000000000000,8.449999999999999,1.550000000000000,13.557000000000000,0.974000000000000,22.95270000000,vb,22.00000000000,391.45400000000,-4.37822000000,4106.53000000000,0.39838500000,100.25300000000,30.07590000000,99.27090863050,38.85426744000,0.46552600000,Yes,176.43600000000,132.38500000000,44.05120000000,200.50600000000,9.35352000000,0.44634400000,Yes,183.13200000000,126.93000000000,56.20180000000,0.57143600000,Yes,182.55400000000,162.50300000000,20.05060000000,0.69730800000,Yes,198.29900000000,198.29900000000,0.00000000000,0.35004700000,Yes,199.79800000000,199.79800000000,0.00000000000
S293WTS013,M2,S293,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,E Himalayan Syntaxis,Layue mainstream,NA,Zhang:2021paired,OAID-001017,Zhang,"2021",Earth_Surf_Proc_Land_46,10.1002/esp.5105,Sa,"250","500","32646",WGS84_UTM_46N,676.500000000000000,4195.229999999999563,418.410000000000025,398.089999999999975,188.340000000000003,"-9999","8","2016",NA,210800,7100,1349.000000000000000,12.000000000000000,07KNSTD,1.000000000000000,Tianjin,210800,7100,149.150000000000006,27.120000000000001,NA,29.723299999999998,608.470000000000027,32.000000000000000,7.790000000000000,1.150000000000000,12.138999999999999,0.977000000000000,21.70700000000,mt,67.00000000000,641.24500000000,1.44418000000,6561.27000000000,0.60715800000,76.34000000000,22.90200000000,94.70226342330,29.73608889920,0.37850700000,Yes,131.99000000000,97.48830000000,34.50170000000,152.68000000000,7.11000000000,0.37368700000,Yes,138.08500000000,96.24670000000,41.83830000000,0.47242300000,Yes,136.94500000000,121.67700000000,15.26800000000,0.58582000000,Yes,150.88400000000,150.88400000000,0.00000000000,0.29467300000,Yes,152.23600000000,152.23600000000,0.00000000000
S342WTS051,KYR16-55,S342,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),KGZ,S Issyk Kul,,NA,Kudriavtseva:2023pamir,OAID-001600,Kudriavtseva,"2023",J_Geophys_Res-Earth_128,10.1029/2023jf007193,Sa,"250","500","32643",WGS84_UTM_43N,288.040000000000020,3279.179999999999836,589.419999999999959,323.600000000000023,187.789999999999992,"-9999","-9999","-9999",NA,32026,1096,871.910039999999981,158.809429999999992,07KNSTD,1.000000000000000,ANSTO,32026,1096,871.909999999999968,158.810000000000002,NA,41.992699999999999,674.590000000000032,100.000000000000000,32.049999999999997,11.130000000000001,10.696999999999999,0.983000000000000,17.93160000000,pa,99.00000000000,350.19300000000,-3.26029000000,4258.40000000000,0.41194900000,439.42100000000,131.82600000000,77.10232880510,41.99091560660,2.67417000000,Yes,756.61300000000,520.44500000000,236.16700000000,878.84100000000,40.84820000000,3.01365000000,Yes,789.76800000000,586.51400000000,203.25400000000,3.53833000000,Yes,776.51000000000,688.62600000000,87.88420000000,4.50433000000,Yes,876.62900000000,876.62900000000,0.00000000000,2.25331000000,Yes,877.95800000000,877.95800000000,0.00000000000
S075WTS012,WR8,S075,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),USA,Washington Cascades (WA),ND,NA,Moon:2011washington,OAID-000108,Moon,"2011",Nat_Geosci_4,10.1038/ngeo1159,Sa,"250","710","32610",WGS84_UTM_10N,345.709999999999980,1235.759999999999991,427.959999999999980,387.370000000000005,182.020000000000010,"-9999","-9999","-9999",NA,118300,2000,81.519999999999996,5.830000000000000,07KNSTD,1.000000000000000,LLNL-CAMS,118300,2000,70.299999999999997,13.750000000000000,NA,47.438499999999998,865.929999999999950,70.000000000000000,0.560000000000000,0.160000000000000,3.056000000000000,0.978000000000000,21.17490000000,ss,44.00000000000,1018.42000000000,5.02810000000,9712.55000000000,0.60544700000,35.27310000000,10.58190000000,-120.69467887200,47.43587817470,0.18125300000,Yes,62.79910000000,46.35430000000,16.44480000000,70.54620000000,3.36083000000,0.17692900000,Yes,64.07670000000,45.24840000000,18.82830000000,0.22205000000,Yes,63.84240000000,56.78780000000,7.05462000000,0.26908600000,Yes,68.81720000000,68.81720000000,0.00000000000,0.13624700000,Yes,70.11750000000,70.11750000000,0.00000000000
S246WTS003,Kalanga,S246,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),NPL,"Himalaya, W NPL",Kalanga Riv.,NA,Ojha:2019nepal,OAID-000118,Ojha,"2019",Earth_Surf_Dynamics_7,10.5194/esurf-7-969-2019,Sed,"250","-9999","32644",WGS84_UTM_44N,546.600000000000023,2645.519999999999982,1001.549999999999955,605.059999999999945,236.830000000000013,"-9999","2","2015",NA,19155,1775,-9999.989999999999782,-9999.989999999999782,07KNSTD,1.000000000000000,PRIME-Lab,19155,1775,791.730000000000018,163.199999999999989,NA,29.650900000000000,718.330000000000041,71.000000000000000,10.070000000000000,1.840000000000000,5.914000000000000,0.943000000000000,31.17650000000,sm,64.00000000000,1411.45000000000,11.28700000000,10889.90000000000,0.67758100000,405.47400000000,121.64200000000,80.92052870510,29.63639047580,1.28744000000,Yes,732.91600000000,581.12700000000,151.78900000000,810.94800000000,37.76540000000,1.10996000000,Yes,754.70100000000,501.01600000000,253.68500000000,1.49126000000,Yes,754.22400000000,673.12900000000,81.09480000000,1.77900000000,Yes,803.00900000000,803.00900000000,0.00000000000,0.88221300000,Yes,803.68900000000,803.68900000000,0.00000000000
